ID_Perfume,perfume,brand,price,size,concentrate,top notes,mid notes,base notes,situation,gender,price_per_ml,price_per_ml_clip,combined_notes,price_log,notes_token_count,cluster
HRMN-0001,glitch,Mykonos,249000.0,50.0,Xdp,"sicilian bergamot, apple, grapefruit, charred pineapple","lavender, artemesia, lily of the valley, pink pepper, vanilla, dried jasmine","white musk, cedarwood, moss, amber, patchouli, smoky notes",Day,Unisex,4980.0,4980.0,"sicilian bergamot, apple, grapefruit, charred pineapple, lavender, artemesia, lily of the valley, pink pepper, vanilla, dried jasmine, white musk, cedarwood, moss, amber, patchouli, smoky notes",12.425212191503038,16,5
HRMN-0002,invade,Mykonos,249000.0,50.0,Xdp,"pink pepper, lavender absolute, juniper","cashmeran, cinnamon bark, caramel","amber, madagascar vanilla, drywoods",Night,Unisex,4980.0,4980.0,"pink pepper, lavender absolute, juniper, cashmeran, cinnamon bark, caramel, amber, madagascar vanilla, drywoods",12.425212191503038,9,2
HRMN-0003,Cafe Drops,Mykonos,189000.0,50.0,Xdp,"orchid, jasmine, coffee","vanilla, caramel, tonka bean, milk","amber, musk, wood, patchouli",Night,Unisex,3780.0,3780.0,"orchid, jasmine, coffee, vanilla, caramel, tonka bean, milk, amber, musk, wood, patchouli",12.149507585033072,11,3
HRMN-0004,Pink Drops,Mykonos,189000.0,50.0,Xdp,"strawberry preserve, almond, caramel","milk, heliotrope","vanilla, white musk",Night,Female,3780.0,3780.0,"strawberry preserve, almond, caramel, milk, heliotrope, vanilla, white musk",12.149507585033072,7,1
HRMN-0005,Pandan Sticky Rice,Mykonos,169000.0,50.0,Xdp,"rice, almond, lactonic","jasmine, ylang ylang, iily of the valley, pandan","ambery, vanilla, sandalwood",Versatile,Unisex,3380.0,3380.0,"rice, almond, lactonic, jasmine, ylang ylang, iily of the valley, pandan, ambery, vanilla, sandalwood",12.037659911047468,10,0
HRMN-0006,Down to Earth,Mykonos,169000.0,50.0,Xdp,"fig, matcha green tea, bergamot, incense, cinnamon","cashmere wood, orange, figolide, milky, orcanox","vetiver, sandalwood, santamanol, cedar",Night,Male,3380.0,3380.0,"fig, matcha green tea, bergamot, incense, cinnamon, cashmere wood, orange, figolide, milky, orcanox, vetiver, sandalwood, santamanol, cedar",12.037659911047468,14,4
HRMN-0007,Tea Poetry,Mykonos,299000.0,100.0,Xdp,"rose, jasmine, ylang ylang","candied fruit, balsam, orange flower, pepper, smoked black tea","honey, smoked black tea, cedarwood",Versatile,Female,2990.0,2990.0,"rose, jasmine, ylang ylang, candied fruit, balsam, orange flower, pepper, smoked black tea, honey, smoked black tea, cedarwood",12.608202196848836,11,0
HRMN-0008,Milk Drops,Mykonos,199000.0,50.0,Xdp,"floral bouquet, milk","milk, green notes","tonka bean, white musk, white wood",Versatile,Unisex,3980.0,3980.0,"floral bouquet, milk, milk, green notes, tonka bean, white musk, white wood",12.201065128819632,7,3
HRMN-0009,Utopia,Mykonos,299000.0,100.0,Xdp,"calabrian bergamot, white tea, fruits, citrus","iris, jasmine sambac, ylang ylang","cedarwood, white musk",Versatile,Unisex,2990.0,2990.0,"calabrian bergamot, white tea, fruits, citrus, iris, jasmine sambac, ylang ylang, cedarwood, white musk",12.608202196848836,9,0
HRMN-0010,Intimate,Mykonos,299000.0,100.0,Xdp,"raspberry sorbet, pink pepper","rose, peony, patchouli","vanilla, cashemere",Night,Female,2990.0,2990.0,"raspberry sorbet, pink pepper, rose, peony, patchouli, vanilla, cashemere",12.608202196848836,7,2
HRMN-0011,Sparkling Rose,Mykonos,299000.0,100.0,Xdp,"damask rose, orange, geranium","may rose, sparkling red berries, plum, sandalwood","patchouli, amber, guaiac wood, musk",Day,Female,2990.0,2990.0,"damask rose, orange, geranium, may rose, sparkling red berries, plum, sandalwood, patchouli, amber, guaiac wood, musk",12.608202196848836,11,1
HRMN-0012,Pistachio Cream Cake,Mykonos,139000.0,50.0,Edp,"whipped cream accord, pistachio, crumble accord","praline, ice cream","orcanox, musk, tonka bean",Versatile,Unisex,2780.0,2780.0,"whipped cream accord, pistachio, crumble accord, praline, ice cream, orcanox, musk, tonka bean",11.842236406331555,8,3
HRMN-0013,Paradise,Mykonos,149000.0,50.0,Edp,"coconut, mandarin orange, pear, pineapple","frangipani, jasmine, lily","amber, vanilla, woody",Day,Unisex,2980.0,2980.0,"coconut, mandarin orange, pear, pineapple, frangipani, jasmine, lily, amber, vanilla, woody",11.91170829631447,10,5
HRMN-0014,Musk Aura,Mykonos,279000.0,100.0,Edp,"bergamot, yuzu, apple","lily of the valley, sambac jasmine, ylang ylang","amber, musk, citrus, nectarine",Versatile,Unisex,2790.0,2790.0,"bergamot, yuzu, apple, lily of the valley, sambac jasmine, ylang ylang, amber, musk, citrus, nectarine",12.53897064502647,10,0
HRMN-0015,Rouge,Mykonos,169000.0,50.0,Edp,"green pear, lemon blossom","lily of the valley, ambrette, violet, orris","orcanox, musks",Day,Female,3380.0,3380.0,"green pear, lemon blossom, lily of the valley, ambrette, violet, orris, orcanox, musks",12.037659911047468,8,5
HRMN-0016,Sansa,Mykonos,279000.0,100.0,Edp,"moss, peach, black tea, osmanthus","rose, tuberose, narcissus, toffee","cedarwood, orris root, vetiver, dark chocolate",Night,Unisex,2790.0,2790.0,"moss, peach, black tea, osmanthus, rose, tuberose, narcissus, toffee, cedarwood, orris root, vetiver, dark chocolate",12.53897064502647,12,1
HRMN-0017,Aphrodite,Mykonos,169000.0,50.0,Edp,"jasmine, burnt cinnamon, myrrh","cedarwood, tonka bean, sandalwood","white musk, tobac, vanilla, mineral amber",Night,Unisex,3380.0,3380.0,"jasmine, burnt cinnamon, myrrh, cedarwood, tonka bean, sandalwood, white musk, tobac, vanilla, mineral amber",12.037659911047468,10,3
HRMN-0018,Caramel Fudge,Mykonos,149000.0,50.0,Edp,"cookie dough, caramel, vanilla","caramel, condensed milk, sea salt","white musk, vanilla, caramel, praline",Night,Unisex,2980.0,2980.0,"cookie dough, caramel, vanilla, caramel, condensed milk, sea salt, white musk, vanilla, caramel, praline",11.91170829631447,10,1
HRMN-0019,XoXo Rosy,Mykonos,149000.0,50.0,Edp,"turkish rose, pink pepper, green notes","turkish rose, rose petals, orange jam, red berries","amber, musk, rose",Versatile,Female,2980.0,2980.0,"turkish rose, pink pepper, green notes, turkish rose, rose petals, orange jam, red berries, amber, musk, rose",11.91170829631447,10,2
HRMN-0020,Matcha Latte,Mykonos,169000.0,50.0,Xdp,"matcha tea, white chocolate","jasmine, tonka bean","vanilla, milk",Night,Unisex,3380.0,3380.0,"matcha tea, white chocolate, jasmine, tonka bean, vanilla, milk",12.037659911047468,6,3
HRMN-0021,Enchanted,Mykonos,169000.0,50.0,Xdp,mandarin orange,"peony, rose, violet, peach","iris, musk",Day,Female,3380.0,3380.0,"mandarin orange, peony, rose, violet, peach, iris, musk",12.037659911047468,7,1
HRMN-0022,Bonfire Vanilla,Mykonos,169000.0,50.0,Xdp,"cloves, nutmeg, pink pepper, orange zest vanilla","smoked wood, pepper, guaic wood, burnt brown sugar","smoked wood, vanilla, marshmallow, caramel",Night,Unisex,3380.0,3380.0,"cloves, nutmeg, pink pepper, orange zest vanilla, smoked wood, pepper, guaic wood, burnt brown sugar, smoked wood, vanilla, marshmallow, caramel",12.037659911047468,12,2
HRMN-0023,Verve,Mykonos,149000.0,50.0,Xdp,"vanilla, pear, blackcurrant","jasmine, iris, orange blossom","praline, vanilla, tonka bean",Night,Unisex,2980.0,2980.0,"vanilla, pear, blackcurrant, jasmine, iris, orange blossom, praline, vanilla, tonka bean",11.91170829631447,9,3
HRMN-0024,Stilettos,Mykonos,149000.0,50.0,Edp,"blackberry, sour cherry, mandarin orange","violet, jasmine","cashmere wood, amber, patchouli, musk, vanilla",Day,Female,2980.0,2980.0,"blackberry, sour cherry, mandarin orange, violet, jasmine, cashmere wood, amber, patchouli, musk, vanilla",11.91170829631447,10,4
HRMN-0025,Berry Caramel Pancake,Mykonos,149000.0,50.0,Edp,"mixed berry coulis, brown sugar, lemon","smoked brown sugar caramel, butter pancake","caramel, black berry, cashmere wood, tonka bean",Day,Unisex,2980.0,2980.0,"mixed berry coulis, brown sugar, lemon, smoked brown sugar caramel, butter pancake, caramel, black berry, cashmere wood, tonka bean",11.91170829631447,9,3
HRMN-0026,Moroccan Vanilla,Mykonos,299000.0,100.0,Edp,"moroccan vanilla, bulgarian rose, rose, lemon","bulgarian rose, vanilla, lemon, sugar","white musk, sugar, vanilla",Versatile,Unisex,2990.0,2990.0,"moroccan vanilla, bulgarian rose, rose, lemon, bulgarian rose, vanilla, lemon, sugar, white musk, sugar, vanilla",12.608202196848836,11,1
HRMN-0027,Black Opera,Mykonos,269000.0,100.0,Edp,"vanilla, orange blossom, pink pepper","licorice, jasmine, almond, coffee","cashmere wood, jasmine, vanilla, patchouli",Night,Unisex,2690.0,2690.0,"vanilla, orange blossom, pink pepper, licorice, jasmine, almond, coffee, cashmere wood, jasmine, vanilla, patchouli",12.502470376049185,11,4
HRMN-0028,When In Paris,Mykonos,149000.0,50.0,Edp,"mandarin orange, lychee marigold","wild orchid, vanilla orchid, magnolia","apricot, cashmere musk, guaic wood",Day,Unisex,2980.0,2980.0,"mandarin orange, lychee marigold, wild orchid, vanilla orchid, magnolia, apricot, cashmere musk, guaic wood",11.91170829631447,8,4
HRMN-0029,Vanilla Clouds,Mykonos,149000.0,50.0,Edp,"vanilla, heliotrope, white floral accord","vanilla, marshmallow, iris","caramel, white musk, vanilla",Day,Unisex,2980.0,2980.0,"vanilla, heliotrope, white floral accord, vanilla, marshmallow, iris, caramel, white musk, vanilla",11.91170829631447,9,1
HRMN-0030,Coconut Dreams,Mykonos,149000.0,50.0,Edp,"coconut, aloe vera, lily of the valley","coconut cream, vanilla, sweet rice","vanilla, cashmere wood",Day,Unisex,2980.0,2980.0,"coconut, aloe vera, lily of the valley, coconut cream, vanilla, sweet rice, vanilla, cashmere wood",11.91170829631447,8,5
HRMN-0031,Blossom,Mykonos,139000.0,50.0,Edp,"green notes, orange, jasmine","tuberose, honeysuckle, jasmine","vanilla, sandalwood",Day,Female,2780.0,2780.0,"green notes, orange, jasmine, tuberose, honeysuckle, jasmine, vanilla, sandalwood",11.842236406331555,8,4
HRMN-0032,Ivory,Mykonos,139000.0,50.0,Edp,"strawberry, pink, grapefruit, raspberry, cassia","lily of the valley, violet, red peony, lily","vanilla, cashmere wood, musk",Day,Female,2780.0,2780.0,"strawberry, pink, grapefruit, raspberry, cassia, lily of the valley, violet, red peony, lily, vanilla, cashmere wood, musk",11.842236406331555,12,5
HRMN-0033,Chai Crema Latte,Mykonos,299000.0,50.0,Xdp,"cinnamon, gingerbread, coffee, cardamom","tea leaves, caramel, milk, hazelnut","vanilla, tonka bean, musk, milk",Day,Unisex,5980.0,5980.0,"cinnamon, gingerbread, coffee, cardamom, tea leaves, caramel, milk, hazelnut, vanilla, tonka bean, musk, milk",12.608202196848836,12,3
HRMN-0034,Luminos,Mykonos,229000.0,50.0,Xdp,"apple, banana","white florals, rose, tuberose, lily of the valley, orange blossom, vanilla","amber, edible notes, solar accord, amberwood, cashmere, ice cream",Day,Unisex,4580.0,4580.0,"apple, banana, white florals, rose, tuberose, lily of the valley, orange blossom, vanilla, amber, edible notes, solar accord, amberwood, cashmere, ice cream",12.34148164933907,14,5
HRMN-0035,Hawaiian Crush,Mykonos,399000.0,100.0,Edp,"lychee, red fruits, black tea","rose, lily of the valley, lychee, black tea","amber, patchouli, musk, incense",Day,Unisex,3990.0,3990.0,"lychee, red fruits, black tea, rose, lily of the valley, lychee, black tea, amber, patchouli, musk, incense",12.896719202134523,11,5
HRMN-0036,Adelina,Mykonos,149000.0,50.0,Edp,"green notes, orange, jasmine","honeysuckle, tuberose, jasmine","white musk, sandalwood",Day,Female,2980.0,2980.0,"green notes, orange, jasmine, honeysuckle, tuberose, jasmine, white musk, sandalwood",11.91170829631447,8,4
HRMN-0037,Satin Blanc,Mykonos,399000.0,100.0,Xdp,"bergamot, black pepper, green apple","cedar wood, jasmine tea, floral bouquet, aquatic","white amber, tonka bean, vanilla",Day,Unisex,3990.0,3990.0,"bergamot, black pepper, green apple, cedar wood, jasmine tea, floral bouquet, aquatic, white amber, tonka bean, vanilla",12.896719202134523,10,3
HRMN-0038,Dark Secret,Mykonos,299000.0,100.0,Xdp,"black cherry, saffron, bergamo","cinnamon, nutmeg, marigold, jasmine, praline","amber, musk, tonka bean, sandalwood",Day,Unisex,2990.0,2990.0,"black cherry, saffron, bergamo, cinnamon, nutmeg, marigold, jasmine, praline, amber, musk, tonka bean, sandalwood",12.608202196848836,12,3
HRMN-0039,It's Not Ella,Mykonos,179000.0,50.0,Edp,"hazelnut, praline","creamy, praline","vanilla caramel, amber, cedar",Day,Female,3580.0,3580.0,"hazelnut, praline, creamy, praline, vanilla caramel, amber, cedar",12.095146671399466,7,1
HRMN-0040,Slow Living,Mykonos,149000.0,50.0,Edp,"italian lemon, bergamot, orange blossom","lavender, hawthorn","musk, ambroxan",Day,Unisex,2980.0,2980.0,"italian lemon, bergamot, orange blossom, lavender, hawthorn, musk, ambroxan",11.91170829631447,7,4
HRMN-0041,Dolce Cherry,Mykonos,179000.0,50.0,Xdp,"maraschino cherry, vanilla, pink pepper, bergamot, cloves","vanilla, cinnamon leaves, dried apricot, plum, black cherry","tonka bean, vetiver, cedar, amberwood, sandalwood",Night,Unisex,3580.0,3580.0,"maraschino cherry, vanilla, pink pepper, bergamot, cloves, vanilla, cinnamon leaves, dried apricot, plum, black cherry, tonka bean, vetiver, cedar, amberwood, sandalwood",12.095146671399466,15,3
HRMN-0042,Alpha,Hmns,320.0,100.0,Edp,"citrus, grass",cedarwood,green tea essence,Day,Male,3.2,3.8945000000000003,"citrus, grass, cedarwood, green tea essence",5.771441123130016,4,4
HRMN-0043,ORGSM,Hmns,323.0,100.0,Edp,red apple,"rose, jasmine, peony","vanilla beans, amber",Night,Female,3.23,3.8945000000000003,"red apple, rose, jasmine, peony, vanilla beans, amber",5.780743515792329,6,1
HRMN-0044,Darker Shade of ORGSM,Hmns,380.0,100.0,Edp,"orange blossom, apple, pepper","cypriol, caramel, patchouli","vanilla beans, cedarwood, amber, vetiver",Night,Female,3.8,3.8945000000000003,"orange blossom, apple, pepper, cypriol, caramel, patchouli, vanilla beans, cedarwood, amber, vetiver",5.942799375126701,10,4
HRMN-0045,Farhampton,Hmns,369.0,100.0,Xdp,"bergamot, ripe fruit","lavender, orange blossom flower","labdanum, cedar wood, tonka bean",Versatile,Male,3.69,3.8945000000000003,"bergamot, ripe fruit, lavender, orange blossom flower, labdanum, cedar wood, tonka bean",5.91350300563827,7,3
HRMN-0046,Essence Of The Sun (EOS),Hmns,369.0,100.0,Edp,"bergamot, coriander seeds, pink pepper","tropical flower, jasmine, rose, solar accord","vanilla, tonka bean, ambrette, cedar wood",Day,Female,3.69,3.8945000000000003,"bergamot, coriander seeds, pink pepper, tropical flower, jasmine, rose, solar accord, vanilla, tonka bean, ambrette, cedar wood",5.91350300563827,11,3
HRMN-0047,Essence of The Night,Hmns,398.0,100.0,Edp,"bergamot, tuberose","ylang ylang, violet leaves, jasmine absolute","amberwood, musk",Night,Female,3.98,3.98,"bergamot, tuberose, ylang ylang, violet leaves, jasmine absolute, amberwood, musk",5.988961416889864,7,0
HRMN-0048,Unrosed,Hmns,374.0,100.0,Edp,floral,earthy,notes musky,Versatile,Female,3.74,3.8945000000000003,"floral, earthy, notes musky",5.926926025970411,3,1
HRMN-0049,The Perfection,Hmns,398.0,100.0,Edp,"bergamot, elemi, clove, nutmed","lavender, tagetes, lily of the valley, green pear","driftwood, sandalwood, leather, white musk",Versatile,Male,3.98,3.98,"bergamot, elemi, clove, nutmed, lavender, tagetes, lily of the valley, green pear, driftwood, sandalwood, leather, white musk",5.988961416889864,12,5
HRMN-0050,The Prestige,Hmns,415.0,100.0,Edp,"grapefruit, tobacco leaves, pink pepper jungle essence","patchouli, geranium, orris","tolu, vetiver, labdanum",Night,Male,4.15,4.15,"grapefruit, tobacco leaves, pink pepper jungle essence, patchouli, geranium, orris, tolu, vetiver, labdanum",6.030685260261263,9,2
HRMN-0051,Untitled Humans,Hmns,395.0,100.0,Edp,"coriander, violet leaves, ambrette","figolide, velvet note, rose absolute","sandalwood, cypriol, vanilla jungle essence",Versatile,Unisex,3.95,3.95,"coriander, violet leaves, ambrette, figolide, velvet note, rose absolute, sandalwood, cypriol, vanilla jungle essence",5.981414211254481,9,1
HRMN-0052,Unpatched,Hmns,398.0,100.0,Edp,"jasmine sambac, vanilla madagascar, cokelat","karamel, akigalawood, mawar","tonka bean brazil, amber, musk",Night,Unisex,3.98,3.98,"jasmine sambac, vanilla madagascar, cokelat, karamel, akigalawood, mawar, tonka bean brazil, amber, musk",5.988961416889864,9,3
HRMN-0053,Ambar Janma,Hmns,500.0,100.0,Edp,"bergamot, elemi, clove, nutmed","lavender, tagetes, lily of the valley, green pear","driftwood, sandalwood, leather, white musk",Versatile,Unisex,5.0,5.0,"bergamot, elemi, clove, nutmed, lavender, tagetes, lily of the valley, green pear, driftwood, sandalwood, leather, white musk",6.2166061010848646,12,5
HRMN-0054,Addict,Hmns,249.0,50.0,Edp,berries,"red rose, coffee","patchouli, amber, tonka beans",Night,Male,4.98,4.98,"berries, red rose, coffee, patchouli, amber, tonka beans",5.521460917862246,6,3
HRMN-0055,FWB,Onix,203150.0,50.0,Edp,"bergamot, lemon, orange, apple, green tea","freesia, white floral, amber, peach, coconut","amber, vetiver, musk, vanilla, cedarwood, caramel",Versatile,Male,4063.0,4063.0,"bergamot, lemon, orange, apple, green tea, freesia, white floral, amber, peach, coconut, amber, vetiver, musk, vanilla, cedarwood, caramel",12.221704823874838,16,4
HRMN-0056,GALA,Onix,278800.0,50.0,Xdp,"cassis, peach, opoponax","jasmine, magnolia, rose, oudh, myyrh","patchoulli, amber, cedarwood, guaiac wood, musk vanilla",Versatile,Unisex,5576.0,5576.0,"cassis, peach, opoponax, jasmine, magnolia, rose, oudh, myyrh, patchoulli, amber, cedarwood, guaiac wood, musk vanilla",12.538253544662647,13,1
HRMN-0057,OSCAR,Onix,278800.0,50.0,Xdp,floral,amber lactone,musk moss amber,Versatile,Unisex,5576.0,5576.0,"floral, amber lactone, musk moss amber",12.538253544662647,3,1
HRMN-0058,SENOPARTY,Onix,203150.0,50.0,Edp,"saffron, fir, bergamot, nagarmotha","oud, white floral, tageta","amber, musk, caramel cedar, moss",Night,Unisex,4063.0,4063.0,"saffron, fir, bergamot, nagarmotha, oud, white floral, tageta, amber, musk, caramel cedar, moss",12.221704823874838,11,1
HRMN-0059,SCORPIO,Onix,122320.0,30.0,Edp,"pink pepper, orange blossom","jasmine, coffee","vanilla, patchouli, cedarwood",Night,Unisex,4077.3333333333335,4077.3333333333335,"pink pepper, orange blossom, jasmine, coffee, vanilla, patchouli, cedarwood",11.714404015847485,7,4
HRMN-0060,Call Me Bento,Onix,122320.0,30.0,Edp,"marigold, bergamot, lemon, prune, tagete","jasmine sambac, ylang, rose, coconut, clove, orange flower","amber benzoin, musk, vanilla, cabrueva, cedar",Night,Unisex,4077.3333333333335,4077.3333333333335,"marigold, bergamot, lemon, prune, tagete, jasmine sambac, ylang, rose, coconut, clove, orange flower, amber benzoin, musk, vanilla, cabrueva, cedar",11.714404015847485,16,4
HRMN-0061,CHILLIN' BABY ,Onix,122320.0,30.0,Edp,"peach, apple, melony","floral bouquet of mimosa, tuberose, freesia, jasmine and ylang ylang","sandalwood, musk, oakmoss",Day,Unisex,4077.3333333333335,4077.3333333333335,"peach, apple, melony, floral bouquet of mimosa, tuberose, freesia, jasmine and ylang ylang, sandalwood, musk, oakmoss",11.714404015847485,10,0
HRMN-0062,FRESHBOOK PASSION,Onix,122320.0,30.0,Edp,"fruity cocktail of blackcurrant, red apple, raspberry and mango","consist of floral bouquet of jasmine, violet, plum and blach fig","musk, sandalwood, cedarwood, amber and vanilla",Day,Unisex,4077.3333333333335,4077.3333333333335,"fruity cocktail of blackcurrant, red apple, raspberry and mango, consist of floral bouquet of jasmine, violet, plum and blach fig, musk, sandalwood, cedarwood, amber and vanilla",11.714404015847485,10,1
HRMN-0063,GRATITUDE,Onix,203150.0,50.0,Edp,"green, fruity, ozone","white floral, caramel, lactone, violet","amber, musk, vanilla, sandalwood, cedarwood",Versatile,Unisex,4063.0,4063.0,"green, fruity, ozone, white floral, caramel, lactone, violet, amber, musk, vanilla, sandalwood, cedarwood",12.221704823874838,12,1
HRMN-0064,MEXICOLA,Onix,203150.0,50.0,Edp,"raspberry, apple, pineapple","jasmine, muguet, cyclamen, freesia","sandalwood, coconut, musk, tonka, vanilla, caramel",Day,Unisex,4063.0,4063.0,"raspberry, apple, pineapple, jasmine, muguet, cyclamen, freesia, sandalwood, coconut, musk, tonka, vanilla, caramel",12.221704823874838,13,1
HRMN-0065,CONCERT,Onix,278800.0,50.0,Xdp,"bergamot, pink pepper, mandarin",frankincense jasmine,"sandalwood, musk, patchoulli, vanilla",Night,Unisex,5576.0,5576.0,"bergamot, pink pepper, mandarin, frankincense jasmine, sandalwood, musk, patchoulli, vanilla",12.538253544662647,8,2
HRMN-0066,Rose d'amour,Layr,309.0,50.0,Xdp,"lychee, bergamot, incense, pear, heirloom tomato","bulgarian rose, grapefruit, peony, lily of the valley","vanilla bali, vetiver, musk, cashmere wood",Day,Female,6.18,6.18,"lychee, bergamot, incense, pear, heirloom tomato, bulgarian rose, grapefruit, peony, lily of the valley, vanilla bali, vetiver, musk, cashmere wood",5.736572297479192,13,5
HRMN-0067,BEFORE PETRICHOR,Layr,329.0,50.0,Xdp,"basil, spearmint, neroli, lemon, petitgrain, mandarin, watermelon","cyclamen, white floral, orange flower, rose, cedarleaf, olibanum","vetiver, musk, olibanum, moss",Versatile,Unisex,6.58,6.58,"basil, spearmint, neroli, lemon, petitgrain, mandarin, watermelon, cyclamen, white floral, orange flower, rose, cedarleaf, olibanum, vetiver, musk, olibanum, moss",5.799092654460526,17,4
HRMN-0068,CHRONIC TONIC,Layr,249.0,50.0,Xdp,"chronic cinnamon, grapefruit, raspberry, cypress, thyme, rosemary","lactone, iris, muguet, rose, saffron, violet, floral, mandarin orange","musk, moss, vanilla amber, patchouli, vetwer, leather, sandalwood, leather, olibanum",Night,Male,4.98,4.98,"chronic cinnamon, grapefruit, raspberry, cypress, thyme, rosemary, lactone, iris, muguet, rose, saffron, violet, floral, mandarin orange, musk, moss, vanilla amber, patchouli, vetwer, leather, sandalwood, leather, olibanum",5.521460917862246,23,2
HRMN-0069,Empty Room,Layr,329.0,50.0,Xdp,"paper, cotton, lemon, pink peppercorn, fig leaves","rose, orange flower, dried flower base dust, musk, incense, sandalwood",,Versatile,Unisex,6.58,6.58,"paper, cotton, lemon, pink peppercorn, fig leaves, rose, orange flower, dried flower base dust, musk, incense, sandalwood",5.799092654460526,11,4
HRMN-0070,FORBIDDEN GARDEN,Layr,199.0,50.0,Xdp,"green apple, rose, blackberry, geranium, violet","jasmine sambac, ylang ylang, orris, raspberry, red apple","musk, patchouli, sandalwood, vanilla, vetiver",Night,Female,3.98,3.98,"green apple, rose, blackberry, geranium, violet, jasmine sambac, ylang ylang, orris, raspberry, red apple, musk, patchouli, sandalwood, vanilla, vetiver",5.298317366548036,15,0
HRMN-0071,GET NAKED,Layr,199.0,50.0,Xdp,"tobacco, green pear, violet, orange, petitgrain, galbanum, pine","magnolia, sandalwood, rose, pineapple, lavender, geranium, freesia","amber, cedar, musk, patchouli, leather, moss, tonka",Versatile,Unisex,3.98,3.98,"tobacco, green pear, violet, orange, petitgrain, galbanum, pine, magnolia, sandalwood, rose, pineapple, lavender, geranium, freesia, amber, cedar, musk, patchouli, leather, moss, tonka",5.298317366548036,21,2
HRMN-0072,KYOTO JAZZ,Layr,289.0,50.0,Xdp,"matcha, green, yuzu, pear, bergamot, cocoa, cardamom, lavandin, ozone","ylang ylang, violet, beeswax, orange blossom, lily of the valley, cassis, pineapple","musk, sandalwood, amber, iris, cashmere, vanilla, patchouli, moss, labdanum",Day,Unisex,5.78,5.78,"matcha, green, yuzu, pear, bergamot, cocoa, cardamom, lavandin, ozone, ylang ylang, violet, beeswax, orange blossom, lily of the valley, cassis, pineapple, musk, sandalwood, amber, iris, cashmere, vanilla, patchouli, moss, labdanum",5.66988092298052,25,0
HRMN-0073,High Tide Low Tide,Layr,329.0,50.0,Xdp,"lemon, orange flower, tangerine, bergamot, rosemary","driftwood, coastal trees, earthy sand","musk, cedarwood, wild patchouli",Versatile,Unisex,6.58,6.58,"lemon, orange flower, tangerine, bergamot, rosemary, driftwood, coastal trees, earthy sand, musk, cedarwood, wild patchouli",5.799092654460526,11,4
HRMN-0074,MIDNIGHT HAZE,Layr,209.0,50.0,Xdp,"pink pepper, cardamon, lavender, tuberose, tulip, grass","oud, jasmine, cedarwood, lily of the valley, ylang ylang, orange flower","amber, vanilla, musk, sandalwood, tonka bean, vetiver",Night,Female,4.18,4.18,"pink pepper, cardamon, lavender, tuberose, tulip, grass, oud, jasmine, cedarwood, lily of the valley, ylang ylang, orange flower, amber, vanilla, musk, sandalwood, tonka bean, vetiver",5.3471075307174685,18,0
HRMN-0075,SECOND SKIN,Layr,199.0,50.0,Xdp,"blackpepper, bergamot, clary sage, mandarin, green, tagete","rose, orange flower, violet, lily of the valley, jasmine, fruity","patchouli, amber, musk, cedar, lactone, labdanum, vanilla",Day,Unisex,3.98,3.98,"blackpepper, bergamot, clary sage, mandarin, green, tagete, rose, orange flower, violet, lily of the valley, jasmine, fruity, patchouli, amber, musk, cedar, lactone, labdanum, vanilla",5.298317366548036,19,5
HRMN-0076,SLOW DANCE,Layr,219.0,50.0,Xdp,"plum, black pepper, bergamot, cassis, green apple, green tea, thyme","rose turkish, magnolia, jasmine sambac, iris, freesia, clove, fruity, clary sage, nutmeg","amber, vanilla, vetiver, patchouli, caramel, musk",Night,Female,4.38,4.38,"plum, black pepper, bergamot, cassis, green apple, green tea, thyme, rose turkish, magnolia, jasmine sambac, iris, freesia, clove, fruity, clary sage, nutmeg, amber, vanilla, vetiver, patchouli, caramel, musk",5.393627546352362,22,2
HRMN-0077,VELVET DREAM,Layr,199.0,50.0,Xdp,"black cherry, cypress, elem, citrus, labdanum, orange, almond","patchouli, olibanum, guaiacwood, strawberry, blackcurrant, whiskey bourbon","cedar, vetwer, musk, sandalwood, amber, vanilla, raspberry, peach, heliotrope",Versatile,Unisex,3.98,3.98,"black cherry, cypress, elem, citrus, labdanum, orange, almond, patchouli, olibanum, guaiacwood, strawberry, blackcurrant, whiskey bourbon, cedar, vetwer, musk, sandalwood, amber, vanilla, raspberry, peach, heliotrope",5.298317366548036,22,1
HRMN-0078,VILA ENIGMA,Layr,199.0,50.0,Xdp,"mint, sunscreen, coconut milk, honeysuckle, pear blossom, figolide","tuberose, jasmine sambac, gardenia, ambrette","bourbon vanilla, sandalwood, musk, patchouli, ambergris",Day,Male,3.98,3.98,"mint, sunscreen, coconut milk, honeysuckle, pear blossom, figolide, tuberose, jasmine sambac, gardenia, ambrette, bourbon vanilla, sandalwood, musk, patchouli, ambergris",5.298317366548036,15,4
HRMN-0079,Heiress of Minahasa,Project 1945,345000.0,100.0,Edp,"bergamot, mandarin, pepper, rhubarb","rose, incense, patchouli, cashmere wood","vetiver, sandalwood, benzoin, musky",Night,Unisex,3450.0,3450.0,"bergamot, mandarin, pepper, rhubarb, rose, incense, patchouli, cashmere wood, vetiver, sandalwood, benzoin, musky",12.75130259456002,12,2
